run_id,sample_id,tracking_no,true_label,true_sub_status,has_return_evidence,trace_char_len,claude-opus-4.5_evidence_based_pred,claude-opus-4.5_evidence_based_conf,claude-opus-4.5_evidence_based_correct,claude-opus-4.5_rule_based_pred,claude-opus-4.5_rule_based_conf,claude-opus-4.5_rule_based_correct,claude-opus-4.5_time_based_pred,claude-opus-4.5_time_based_conf,claude-opus-4.5_time_based_correct,gemini-3_evidence_based_pred,gemini-3_evidence_based_conf,gemini-3_evidence_based_correct,gemini-3_rule_based_pred,gemini-3_rule_based_conf,gemini-3_rule_based_correct,gemini-3_time_based_pred,gemini-3_time_based_conf,gemini-3_time_based_correct,gpt-5.2_evidence_based_pred,gpt-5.2_evidence_based_conf,gpt-5.2_evidence_based_correct,gpt-5.2_rule_based_pred,gpt-5.2_rule_based_conf,gpt-5.2_rule_based_correct,gpt-5.2_time_based_pred,gpt-5.2_time_based_conf,gpt-5.2_time_based_correct,grok-4_evidence_based_pred,grok-4_evidence_based_conf,grok-4_evidence_based_correct,grok-4_rule_based_pred,grok-4_rule_based_conf,grok-4_rule_based_correct,grok-4_time_based_pred,grok-4_time_based_conf,grok-4_time_based_correct,n_unique_preds,max_vote,max_vote_share,vote_entropy,top1_label,top1_votes,top2_label,top2_votes,conf_mean,conf_min,abstain_count,need_review,majority_pred,majority_correct
ensemble_50_v1,CJPHE3090500143YQ,CJPHE3090500143YQ,ABNORMAL,ABNORMAL_06,False,1066,ABNORMAL,0.98,True,ABNORMAL,0.95,True,ABNORMAL,0.95,True,ABNORMAL,1.0,True,ABNORMAL,1.0,True,UNKNOWN,0.0,False,ABNORMAL,0.96,True,ABNORMAL,0.93,True,ABNORMAL,0.96,True,ABNORMAL,1.0,True,ABNORMAL,1.0,True,ABNORMAL,1.0,True,1,11,1.0,0.0,ABNORMAL,11,,0,0.975,0.93,1,True,ABNORMAL,True
ensemble_50_v1,YT2533600703063015,YT2533600703063015,IN_TRANSIT,IN_TRANSIT_07,False,890,DELIVERED,0.95,False,DELIVERED,0.95,False,IN_TRANSIT,0.85,True,DELIVERED,0.95,False,DELIVERED,0.95,False,IN_TRANSIT,0.95,True,WAITING_DELIVERY,0.7,False,IN_TRANSIT,0.74,True,IN_TRANSIT,0.86,True,WAITING_DELIVERY,0.95,False,DELIVERED,0.9,False,IN_TRANSIT,0.95,True,3,5,0.417,1.483,DELIVERED,5,IN_TRANSIT,5,0.892,0.7,0,True,DELIVERED,False
ensemble_50_v1,SFYD25100157976,SFYD25100157976,DELIVERED,DELIVERED_01,False,1182,DELIVERED,0.99,True,DELIVERED,0.98,True,DELIVERED,0.98,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,0.96,True,DELIVERED,0.96,True,DELIVERED,0.97,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,1.0,True,1,12,1.0,0.0,DELIVERED,12,,0,0.987,0.96,0,False,DELIVERED,True
ensemble_50_v1,GM5453527420279432,GM5453527420279432,WAITING_DELIVERY,WAITING_DELIVERY_01,False,785,DELIVERY_FAILED,0.9,False,DELIVERY_FAILED,0.95,False,DELIVERY_FAILED,0.95,False,UNKNOWN,0.0,False,DELIVERY_FAILED,0.95,False,UNKNOWN,0.0,False,DELIVERY_FAILED,0.78,False,DELIVERY_FAILED,0.86,False,DELIVERY_FAILED,0.86,False,DELIVERY_FAILED,0.95,False,DELIVERY_FAILED,1.0,False,DELIVERY_FAILED,0.95,False,1,10,1.0,0.0,DELIVERY_FAILED,10,,0,0.915,0.78,2,True,DELIVERY_FAILED,False
ensemble_50_v1,WNBAA0415647526YQ,WNBAA0415647526YQ,IN_TRANSIT,IN_TRANSIT_03,False,965,IN_TRANSIT,0.95,True,IN_TRANSIT,0.95,True,IN_TRANSIT,0.95,True,IN_TRANSIT,0.99,True,IN_TRANSIT,0.99,True,IN_TRANSIT,0.99,True,IN_TRANSIT,0.92,True,IN_TRANSIT,0.96,True,IN_TRANSIT,0.92,True,IN_TRANSIT,1.0,True,IN_TRANSIT,1.0,True,IN_TRANSIT,1.0,True,1,12,1.0,0.0,IN_TRANSIT,12,,0,0.968,0.92,0,False,IN_TRANSIT,True
ensemble_50_v1,9200190406901200053492,9200190406901200053492,WAITING_DELIVERY,WAITING_DELIVERY_01,False,638,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.98,True,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.95,True,UNKNOWN,0.0,False,WAITING_DELIVERY,0.86,True,WAITING_DELIVERY,0.92,True,WAITING_DELIVERY,0.92,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,1,11,1.0,0.0,WAITING_DELIVERY,11,,0,0.953,0.86,1,True,WAITING_DELIVERY,True
ensemble_50_v1,1ZR080J80319161767,1ZR080J80319161767,ABNORMAL,ABNORMAL_04,False,146,ABNORMAL,0.95,True,INFO_RECEIVED,0.95,False,INFO_RECEIVED,0.95,False,UNKNOWN,0.0,False,ABNORMAL,0.95,True,ABNORMAL,0.95,True,ABNORMAL,0.86,True,INFO_RECEIVED,0.83,False,ABNORMAL,0.66,True,ABNORMAL,0.95,True,ABNORMAL,1.0,True,ABNORMAL,1.0,True,2,8,0.727,0.845,ABNORMAL,8,INFO_RECEIVED,3,0.914,0.66,1,True,ABNORMAL,True
ensemble_50_v1,AP00785251387279,AP00785251387279,WAITING_DELIVERY,WAITING_DELIVERY_01,False,1680,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.98,True,UNKNOWN,0.0,False,WAITING_DELIVERY,0.95,True,UNKNOWN,0.0,False,WAITING_DELIVERY,0.84,True,WAITING_DELIVERY,0.86,True,WAITING_DELIVERY,0.92,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,1,10,1.0,0.0,WAITING_DELIVERY,10,,0,0.945,0.84,2,True,WAITING_DELIVERY,True
ensemble_50_v1,YT2534400700225033,YT2534400700225033,INFO_RECEIVED,INFO_RECEIVED_01,False,63,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.98,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,0.98,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,1,12,1.0,0.0,INFO_RECEIVED,12,,0,0.977,0.93,0,False,INFO_RECEIVED,True
ensemble_50_v1,YT2534400700470886,YT2534400700470886,DELIVERY_FAILED,DELIVERY_FAILED_04,False,1462,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.93,True,DELIVERY_FAILED,0.9,True,DELIVERY_FAILED,0.92,True,DELIVERY_FAILED,1.0,True,DELIVERY_FAILED,1.0,True,DELIVERY_FAILED,1.0,True,1,12,1.0,0.0,DELIVERY_FAILED,12,,0,0.954,0.9,0,False,DELIVERY_FAILED,True
ensemble_50_v1,WS14532782726884605DL,WS14532782726884605DL,WAITING_DELIVERY,WAITING_DELIVERY_01,False,986,DELIVERED,0.98,False,DELIVERED,0.95,False,DELIVERED,0.95,False,DELIVERED,0.95,False,DELIVERED,0.95,False,DELIVERED,0.95,False,DELIVERED,0.93,False,DELIVERED,0.92,False,DELIVERED,0.92,False,DELIVERED,1.0,False,DELIVERED,1.0,False,DELIVERED,1.0,False,1,12,1.0,0.0,DELIVERED,12,,0,0.958,0.92,0,False,DELIVERED,False
ensemble_50_v1,YT2533600705681657,YT2533600705681657,DELIVERED,DELIVERED_04,False,1076,DELIVERED,0.99,True,DELIVERED,0.99,True,DELIVERED,0.99,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,0.97,True,DELIVERED,0.98,True,DELIVERED,0.97,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,1.0,True,1,12,1.0,0.0,DELIVERED,12,,0,0.991,0.97,0,False,DELIVERED,True
ensemble_50_v1,WNBAA0415647959YQ,WNBAA0415647959YQ,IN_TRANSIT,IN_TRANSIT_01,False,886,IN_TRANSIT,0.95,True,IN_TRANSIT,0.95,True,IN_TRANSIT,0.98,True,IN_TRANSIT,0.95,True,UNKNOWN,0.0,False,IN_TRANSIT,1.0,True,IN_TRANSIT,0.92,True,IN_TRANSIT,0.93,True,IN_TRANSIT,0.9,True,IN_TRANSIT,1.0,True,IN_TRANSIT,1.0,True,IN_TRANSIT,1.0,True,1,11,1.0,0.0,IN_TRANSIT,11,,0,0.962,0.9,1,True,IN_TRANSIT,True
ensemble_50_v1,UUS5C91261606966536,UUS5C91261606966536,WAITING_DELIVERY,WAITING_DELIVERY_01,False,205,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.98,True,WAITING_DELIVERY,0.95,True,WAITING_DELIVERY,0.95,True,UNKNOWN,0.0,False,WAITING_DELIVERY,0.92,True,WAITING_DELIVERY,0.87,True,WAITING_DELIVERY,0.92,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,WAITING_DELIVERY,1.0,True,1,11,1.0,0.0,WAITING_DELIVERY,11,,0,0.954,0.87,1,True,WAITING_DELIVERY,True
ensemble_50_v1,00340435060713287449,00340435060713287449,DELIVERED,DELIVERED_01,False,782,DELIVERED,0.98,True,DELIVERED,0.95,True,DELIVERED,0.98,True,DELIVERED,1.0,True,UNKNOWN,0.0,False,DELIVERED,1.0,True,DELIVERED,0.95,True,DELIVERED,0.96,True,DELIVERED,0.96,True,DELIVERED,1.0,True,DELIVERED,1.0,True,DELIVERED,1.0,True,1,11,1.0,0.0,DELIVERED,11,,0,0.98,0.95,1,True,DELIVERED,True
ensemble_50_v1,YT2535100702518984,YT2535100702518984,INFO_RECEIVED,INFO_RECEIVED_01,False,63,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.98,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,0.98,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,1,12,1.0,0.0,INFO_RECEIVED,12,,0,0.977,0.93,0,False,INFO_RECEIVED,True
ensemble_50_v1,1LSD3L8000LKLKF,1LSD3L8000LKLKF,DELIVERY_FAILED,DELIVERY_FAILED_04,False,939,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.95,True,DELIVERY_FAILED,0.86,True,DELIVERY_FAILED,0.93,True,DELIVERY_FAILED,0.88,True,DELIVERY_FAILED,1.0,True,DELIVERY_FAILED,1.0,True,DELIVERY_FAILED,1.0,True,1,12,1.0,0.0,DELIVERY_FAILED,12,,0,0.947,0.86,0,False,DELIVERY_FAILED,True
ensemble_50_v1,YT2532800709674333,YT2532800709674333,INFO_RECEIVED,INFO_RECEIVED_01,False,63,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.95,True,INFO_RECEIVED,0.98,True,UNKNOWN,0.0,False,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,0.98,True,INFO_RECEIVED,0.93,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,INFO_RECEIVED,1.0,True,1,11,1.0,0.0,INFO_RECEIVED,11,,0,0.975,0.93,1,True,INFO_RECEIVED,True
ensemble_50_v1,WS18906629529532898DL,WS18906629529532898DL,DELIVERED,DELIVERED_02,False,1436,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,UK729699455YP,UK729699455YP,ABNORMAL,ABNORMAL_08,False,1171,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,4PX3002294130378CN,4PX3002294130378CN,DELIVERED,DELIVERED_01,False,1369,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,WS11034963336510627DL,WS11034963336510627DL,ABNORMAL,ABNORMAL_07,False,1534,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,YT2537521437384778,YT2537521437384778,DELIVERY_FAILED,DELIVERY_FAILED_04,False,475,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,TYZRB0011817454YQ,TYZRB0011817454YQ,IN_TRANSIT,IN_TRANSIT_07,False,189,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,00340434532298822878,00340434532298822878,ABNORMAL,ABNORMAL_06,False,1389,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,SPXDFW030206760041,SPXDFW030206760041,INFO_RECEIVED,INFO_RECEIVED_01,False,64,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,00340434523209625350,00340434523209625350,IN_TRANSIT,IN_TRANSIT_01,False,260,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,H06R4A0047513354,H06R4A0047513354,DELIVERY_FAILED,DELIVERY_FAILED_04,False,1813,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,CNUSUP00031898791,CNUSUP00031898791,WAITING_DELIVERY,WAITING_DELIVERY_01,False,1479,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,YT2535100703145050,YT2535100703145050,DELIVERY_FAILED,DELIVERY_FAILED_04,False,769,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,CJPHE1211500900YQ,CJPHE1211500900YQ,DELIVERY_FAILED,DELIVERY_FAILED_04,False,1059,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,887165763317,887165763317,WAITING_DELIVERY,WAITING_DELIVERY_01,False,388,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,YT2533600705941549,YT2533600705941549,DELIVERY_FAILED,DELIVERY_FAILED_01,False,1019,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,YT2534400700425088,YT2534400700425088,INFO_RECEIVED,INFO_RECEIVED_01,False,317,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,9234690406901200127874,9234690406901200127874,WAITING_DELIVERY,WAITING_DELIVERY_01,False,368,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
ensemble_50_v1,WS17882706103523300DL,WS17882706103523300DL,INFO_RECEIVED,INFO_RECEIVED_01,False,63,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,UNKNOWN,0.0,False,,,,,,,,,,,,,,
